name	context	language		grammar pattern	split	Count	Notes	final_axial_code	Christian Axial Code	Eman Axial Code	Syreen Axial Code
size_in_datum	DECLARATION	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/tools/compute_image_mean.cpp	N P N	size in datum	12	This variable represents the number of elements in a single Datum-- how much image data is stored in the given record. It is the number of elements in datum, which is a strange way to word this identifier. Even so, 'in' is used to help the developer understand that this is the size contained within a container.	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
str2int	FUNCTION	C	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/misc/str2int.c	N P N	str 2 int	12	This variable is a function for converting a string to an integer. The 2 represents the word 'to' and conveys the act of conversion or reinterpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
TforDeser	DECLARATION	C++	https://github.com/vgvassilev/cling/blob/5e3310ac045d5763cd9852359d1003f3850c2a0c/lib/Interpreter/LookupHelper.cpp	N P N	T for Deser	12	This variable represents a transaction that controls how the interpreter handles deserialization. It is primarily used to guard or manage deserialization side effects while parsing. The use of for helps specify intent; the transaction is to be used to support/protect the process of deserialization	Boolean Flow / Control Flag x Type Casting / Interpretation	Boolean Flow / Control Flag x Type Casting / Interpretation	Boolean Flow / Control Flag x Type Casting / Interpretation	Boolean Flow / Control Flag x Type Casting / Interpretation
val_from_literal	ATTRIBUTE	C	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/epan/ftypes/ftypes-int.h	N P N	val from literal	12	This variable represents values that have been converted from some literal representation into a structured representation. The word 'from' indicates source or origin; the value was obtained from a literal representation.	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
vmax_over_base	DECLARATION	C++	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/protobuf/tf/google/protobuf/stubs/strutil.cc	N P N	vmax over base	12	This variable represents the threshold used to prevent overflow during base multiplication. The word 'over' is used in the arithmetical sense of division, where there's a numerator above a denominator. It conveys the fact that this variable represents the results of vmax being divided into base.	Mathematical / Constraint Context	Mathematical / Constraint Context	Mathematical / Constraint Context	Mathematical / Constraint Context
add_before_forward	FUNCTION	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/net.hpp	V P N	add before forward	12	This variable represents a function that adds callbacks before a forward pass. The word 'before' helps us understand the temporal semantics of the execution; the callback will be invoked before the forward pass, so it conveys an execution timing.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
adjust_to_camera	FUNCTION	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/pgraph/fog.cxx	V P N	adjust to camera	12	This variable is a function that is called to help in adjusting fog parameters based on the camera’s positioning. The word 'to' helps us understand that this is a transformation, or a reposition (which is a transformation due to the mathematics involved), to modify this object's configuration so that it is appropriate/aligned with the camera's position and orientation.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
commit_on_success	PARAMETER	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/git2r_merge.c	V P N	commit on success	12	This variable helps control whether a merge commit should be created only if the merge completes without conflicts. The use of 'on' indicates that this is a guard condition, and conveys if-statement logic of only performing an action if there is a success.	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger
extend_by_hexahedron	FUNCTION	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/mathutil/boundingVolume.cxx	V P N	extend by hexahedron	12	This variable represents a function that incorporates the geometry of a Bounding Hexahedron into the current bounding volume (it spands the volume to enclose this shape). The use of 'by' helps specify that the hexahedron is the operand being used to update the state of the current object. It is helping to specify an operative mechanism or a "way in which" something should be done.	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy
index_as_child	ATTRIBUTE	C++	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp	V P N	index as child	12	This variable represents a beam index. It is an index into lookup, pointing to the parent entry's child_list. If this beam entry is a child of another, index_as_child gives the index into the lookup structure for that relationship. It is used to access lookup information about overlapping beams that share a parent. The use of 'as' indicates an interpretation or view of the data based on some context (as a parent, as a child).	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
index_as_parent	ATTRIBUTE	C++	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp	V P N	index as parent	12	This variable represents a beam index. It is the start of the range in lookup containing children of the entry at that index. The use of 'as' indicates an interpretation or view of the data based on the context (as a parent, as a child)	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
message_before_mod	ATTRIBUTE	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/plugins/irc/irc-server.h	V P N	message before mod	12	This variable represents a c-string, message, before modifications have been applied, tracking the state of the message at a particular stage of processing. The word 'before' provides temporal context for the formatting or state of the message; it is the message after applied modifications.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
obsess_over_host	PARAMETER	C	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_host.h	V P N	obsess over host	12	This variable is a boolean flag that essentially controls whether to use more intense scrutiny, logging, or tracking when performing host check processing. The use of 'over' is interesting because it primarily directs the reader's attention and underscores the fact that they are going above and beyond to make certain nothing strange is happening/present in the data they're analyzing.	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag
select_in_word	FUNCTION	C	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/include/meta/succinct/broadword.h	V P N	select in word	12	This variable is a function that performs bit-level selection within a 64-bit word. Word is a bitfield, and k (within the function) selects the position of the kth set bit. The idea here is to compute the position of the kth set bit within a 64-bit word; the use of 'in' indicates containment or scope. It specifies the location of the data that is to be selected from.	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping
send_to_buffer	PARAMETER	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/plugins/trigger/trigger-command.c	V P N	send to buffer	12	This is a boolean flag controlling whether output is sent as a command or inserted into the buffer as input text. The function it is in generates a dynamic string summary of active triggers, and send_to_buffer determines how that string is used. In this context, 'to' specifies a directionality or destination. The buffer is the target recipient of some data.	Boolean Flow / Control Flag x Data Movement / Transfer	Boolean Flow / Control Flag x Data Movement / Transfer	Boolean Flow / Control Flag x Data Movement / Transfer	Boolean Flow / Control Flag x Data Movement / Transfer
solve_via_gs	FUNCTION	C++	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/src/centrality/prpack/prpack_solver.cpp	V P N	solve via gs	12	This variable is a function that solves a system using the gauss-seidel method. The word 'via' is a way of specifying a means or path taken to solve a problem. It could be read as 'by means of' to help indicate how the problem is being solved. It also seems to imply the presence of other potential solutions, using via to indicate the available options.	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy
wait_for_reload	ATTRIBUTE	C	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/dpif-netdev-private-thread.h	V P N	wait for reload	12	This variable is a boolean that helps determine whether the system should enter a busy-wait loop while waiting for the next reload. The use of 'for' provides context, helping the reader understand how the verb interacts with the target verb. In this case, we are waiting for a reload action to take place.	Boolean Flow / Control Flag x Deferred Processing / Pending Action	Boolean Flow / Control Flag x Deferred Processing / Pending Action	Boolean Flow / Control Flag x Deferred Processing / Pending Action	Boolean Flow / Control Flag x Deferred Processing / Pending Action
_from	PARAMETER	C++	https://github.com/s3fs-fuse/s3fs-fuse/blob/5371cd1468c84423729c334ac997f9621b797e9f/src/s3fs.cpp	P	from	10	This variable represents a source path in various functions. The use of 'from' specifies a source, but is not very descriptive beyond that.	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
_up	ATTRIBUTE	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/display/graphicsOutput.cxx	P	up	10	This variable is a vector that represents the up direction in a 3D rendering context. The use of 'up' is being used to literally refer to the idea of an upward direction, and represents a position or direction in 3d space	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
after	DECLARATION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/aggregate/HashAggTemplate.java	P	after	10	This variable holds the memory usage measurement taken after a spill operation. It communicates a temporal ordering by its name, as well as positioning in the code (there's another variable, before, that allocates before the spill. After comes after before within the code). This is arguably maybe a noun, but it still behaves like a preposition.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
among	PARAMETER	C++	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp	P	among	10	This variable is an array of candidates element from which random selections are made. It acts as a selection pool-- the group within which selection will occur. The use of 'among' indicates group membership or selection or filtering. It helps indicate that everything in  the among array is a candidate fo selection. Since it's alone, it looks a lot like a noun, but still acts like a preposition	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping
before	DECLARATION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/aggregate/HashAggTemplate.java	P	before	10	This variable holds the memory usage measurement taken before a spill operation. It communicates a temporal ordering by its name, as well as positioning in the code (there's another variable, after, that allocates after the spill. Before comes before after within the code). This is arguably maybe a noun, but it still behaves like a preposition.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
by	ATTRIBUTE	Java	https://github.com/igniterealtime/Smack/blob/19b20fefeca69cccc3637e01ec2f151a054a3351/smack-experimental/src/main/java/org/jivesoftware/smackx/sid/element/StanzaIdElement.java	P	by	10	This variable stores the name of the entity that set the stanza ID. In other words, it tells us who it was set by,	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
from	PARAMETER	C	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/include/meta/sequence/markov_model.h	P	from	10	This variable is used in the context of a markov model and represents the current state out of which the computation will transition. The use of 'from' indicates a source-destination relationship, where from is the source (the current state) and to is the destination (the target state)	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
minus	PARAMETER	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/join/JoinUtils.java	P	minus	10	This variable reresents a relational node performing set operations (SQL EXCEPT CLAUSE)  between input relations. It removes rows from the first input if those rows appear in the second (that's the SQL behavior). The use of minus encodes a behavioral role of performing subtraction between inputs.	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy
until	DECLARATION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/vector/src/main/java/org/apache/drill/exec/vector/complex/RepeatedListVector.java	P	until	10	This variable is used as a boundary marker for a range of elements in a collection (array-like) data structure. It marks the exclusive upper bound index in a collection's value buffer for a given row. It's used to help end iterative constructs like for loops. The use of 'until' indicates a boundary or a limit; a size; a range.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
within	ATTRIBUTE	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/logical/src/main/java/org/apache/drill/common/logical/data/Order.java	P	within	10	This variable specifies the field or scope in which an ordering (for the ORDER) operator) should apply, typically used to define grouped sorting. The use of 'within' specifies a scope or containment, a group or group membership. A collection.	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping
andFilterAtIndex	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/common/DruidUtils.java	NM N P N	and Filter At Index	9	This variable is a function that constructs a logical AND filter from two DruidFilter objects, probably as part of a filter composition at a sepcific index or stage in query planning. The use of 'at' specifies a position or location within the data structure.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
conditional_match_onbranch	FUNCTION	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/config_file.c	NM N P N	conditional match on branch	9	This variable is a function that checks whetehr a given condition matches the current Git branch name, based on the repo' symbolic HEAD reference. The use of 'on' specifies that we should match the condition based on the branch (or applied to the branch), so 'on' is giving us a target or a context for the match	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger	Event Callback / Trigger
forward_time_per_layer	DECLARATION	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/tools/caffe.cpp	NM N P N	forward time per layer	9	This variable is a vector that stores the total forward pass time for each layer in a neural network, accumulated across iterations. The preposition, 'per' indicates that the measurement is partitioned by or indexed over a certain delta-- in this case, layers. It helps encode the structure of the measurement and that we are performing layer-wise performance calculations	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
kIm2Col	DECLARATION	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/src/caffe/util/im2col.cpp	NM N P N	k Im 2 Col	9	This variable is a mode flag passed to a shared internal function. It tells the shared core whether it should perform an image-to-column operation. Similar to other im2col examples, the 2 is 'to' and indicates the use of transformation or reinterpretation between types (im to col).	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
orFilterAtIndex	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/common/DruidUtils.java	NM N P N	or Filter At Index	9	This variable is a function that constructs a logical OR filter from two DruidFilter objects, probably as part of a filter composition at a sepcific index or stage in query planning. The use of 'at' specifies a position or location within the data structure.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
plugin_name_for_upgrade	ATTRIBUTE	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/gui/gui-buffer.h	NM N P N	plugin name for upgrade	9	This variable stores the plugin name when plugins are not loaded during an upgrade. The use of 'for' tells us what the plugin name refers to; the context for the purpose of the plugin.	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation
showStringforAdd	DECLARATION	Java	https://github.com/igniterealtime/Spark/blob/ca028f3a818b94c00f2f600933109087d84fb0b9/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java	NM N P N	show String for Add	9	This variable represents a string of contacts or groups that are then added to a menu item. The use of 'for' gives us context for the purpose of the showString, it identifies the purpose and contents of the string.	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation
threadBtoA	ATTRIBUTE	Java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/mediaproxy/MediaProxySession.java	NM N P N	thread B to A	9	This variable is the execution thread responsible for relaying network packets from host B to host A. The word 'to' acts as a directional modifier, helping us understand how information flows between these two hosts through this variable.	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer
version_bitmap_from_version	FUNCTION	C	https://github.com/openvswitch/ovs/blob/f5188ff2147517612b410ed607e3843cdf4b51a6/lib/ofp-util.c	NM N P N	version bitmap from version	9	This variable is a function that returns a bitmask that encodes support for all versions less than or equal to the given version. The use of 'from' indicates a source or a beginning, indicating which version should be the versionf rom which we generate the bitmask. It could be seen as a transformation relationship from some perspective, given that the base version influences how the bitmask is ultimately generated.	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
_look_at	ATTRIBUTE	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/display/graphicsOutput.cxx	V P	look at	9	This variable encodes a target point. It helps define the orientation of a camera per face of the cube map, which is helpful for rendering in certain 3d use cases. The use of 'at' indicates that there is a position or point in space that is of interest. This variable actually represents a point in space that should be looked at, and is passed to another function called look_at as the point of interest (e.g., look_at(_look_at)). Thus, this term is overloaded in strange ways. Even so, this is a dangling preposition.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
group_with	FUNCTION	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/pandatool/src/palettizer/paletteGroup.cxx	V P	group with	9	This variable is a function that indicates a dependency of the calling object's group on some other group. Textures assigned to this group may be considered reasssigned if they are placed in the other group. The use of 'with' indicates membership or grouping, and is a dangling preposition where the right hand side (the thing being grouped with) appears in the argument/parameters of the function.	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping
insert_at	PARAMETER	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/pandatool/src/gtk-stats/gtkStatsChartMenu.cxx	V P	insert at	9	This variable specifies the position in the menu where a new item should be inserted. The use of 'at' indicates a position within the menu where something should be inserted, thus it helps indication position/locationl.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
notified_on	ATTRIBUTE	C	https://github.com/naemon/naemon-core/blob/7558c98937ffb15c040daf158f92827b1f338ba6/src/naemon/objects_host.h	V P	notified on	9	This variable is used for notification tracking, it indicates where/when/under what conditions the notification happened. Other functions using this variable update system records to reflect that a notification has been issued on certain states. The 'on' indicates whether a notification has happened, and is used in some ways like a flag to note that an activity has taken place (in this case, the notification)	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag
pass_through	DECLARATION	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/nodedef.cpp	V P	pass through	9	This is a boolean variable that helps us determine whether the texture name should be passed through. It's a filtering or transformation control flag where they are asking whether a texture name can be used as-is (passed through) or if they need to rewrite it. It gatekeeps. 'Through' here kind of helps you understand what the if statement logic is doing (allowing or not allowing), since that is the idea of passing through.	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag
set_by	DECLARATION	C	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/nnc/ccv_cnnp_model_core.c	V P	set by	9	This variable holds various states: command (cmd), hint (hint), and flags (flags). It represents how something was set and who/what caused it to be set. In this case, by indicates a form of traceability about how it was set/what set it.	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
shift_by	PARAMETER	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/blame.c	V P	shift by	9	This variable indicates the number of lines that a hunk should be shifted by in the function that it is a parameter for. The word 'by' is a dangling preposition that is used to seemingly indicate that this variable somehow represents the amount of shifting that should occur. The missing right hand side of the preposition is the value of the variable itself.	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy	Operation Basis / Strategy
stream_for	FUNCTION	C++	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/index/forward_index.cpp	V P	stream for	9	This variable is a functon that retreives a stream for a specific document. The word 'for' is a dangling preposition that indicates the target of the verb-- it's the thing for which we are retrieving the stream. It's dangling because the actual target is in the function paramters (doc_id)	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation	Purpose / Role Annotation
wrapped_around	PARAMETER	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/dtool/src/cppparser/cppConstType.cxx	V P	wrapped around	9	This variable holds a reference to another type that the CPPConstType wraps with a const modifier. It identifies the underlying type that CPPConstType dectorates with const. It's the inner type being wrapped around. The use of 'around' indicates the behavior of encasing an object within another object (or type within another type)	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation	Type Casting / Interpretation
fan_in	DECLARATION	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/filler.hpp	N P	fan in	8	fan in refers to the number of inputs a component can accept; fan is a reference to the shape of a fan, whereas in gives an understanding directionality (input from a source into the component)	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer
flag_within	ATTRIBUTE	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/libgit2/describe.c	N P	flag within	8	This variable tracks whether a commit is within a specific set of conditions. It marks nodes that are within a certain context (ancestry, path, etc). Within is a spatial/directional preposition that indicates containment or membership to a data structure.	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping	Membership / Peer Grouping
fp_on	ATTRIBUTE	C++	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/isomorphism/bliss/graph.cc	N P	fp on	8	This variable is a boolean that indicates whether first path logic is currently active. The use of 'on' indicates activity. Whether this flag is currently active and influencing the execution of the code in some way	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag	Boolean Flow / Control Flag
in_near	PARAMETER	C	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/pnmimagetypes/stb_image.h	N P	in near	8	This variable is the inputrow that is near the current sampling location, and is used consistently with another variable, in_far. There is a good chance that in is actually input. Whereas near, as a preposition, helps us understand a spatial component; the nearness of this input relative to something else. It's dangling, so it's hard to tell what it's near, but it is likely pixels/samples. in_near and in_far seem like they're being used to do image interpoloation, which supports the idea that near is a refrence to pixels/samples.	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context	Position / Ordering in Time / Space / Execution Context
n_from	PARAMETER	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/content_mapnode.cpp	N P	n from	8	This variable tracks the content of the MapNode and  used to generate the result after performing certain transformations. In particular, this variable represents a source / destination relationship, where n_from is the source that they draw content from, check it, and then set the content based on equality.	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
subexp_to	ATTRIBUTE	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/deps/regex/regex_internal.h	N P	subexp to	8	This represents the ending string index of a subexpression match. It is used as a terminus for, for example, indexing a for loop that goes from some starting point to the subexp_to (which is the end of the match). The use of 'to' indicates a range or a destination or a span between boundaries.	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer
xfrom	PARAMETER	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/pnmimage/pnmImage.cxx	N P	x from	8	This variable refers to the x-coordinate from which the image data is copied. The preposition 'from' describes the directionality or source of the operations. It is used in conjunction with 'xto' to create a source-destination relationship.	Data Source / Origin	Data Source / Origin	Data Source / Origin	Data Source / Origin
xto	PARAMETER	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/pnmimage/pnmBrush.cxx	N P	x to	8	This variable refers to the x-coordinate from which the image data is copied. The preposition 'to' describes the directionality or source of the operations. It is used in conjunction with 'xfrom' to create a source-destination relationship.	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer	Data Movement / Transfer
_samples_per_buffer	ATTRIBUTE	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/movies/microphoneAudioDS.cxx	NPL P N	samples per buffer	8	This variable represents the number of samples to extract from a given buffer	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
bits_per_pixel	ATTRIBUTE	C	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/display/displayInformation.h	NPL P N	bits per pixel	8	This variable represents the amount of digitial information (bits) used to represent the color of a single pixel in an image. 	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
chars_per_unit	ATTRIBUTE	C	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/ui/text_import.c	NPL P N	chars per unit	8	This variable represents the number of input characters consumed to produce a unit of decoded output	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
edges_per_node	PARAMETER	C	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/core/community/leiden.c	NPL P N	edges per node	8	This variable represents the number of edges coming off of a node in a graph data structures	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
features_per_class	DECLARATION	C	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/include/meta/features/feature_selector.h	NPL P N	features per class	8	This variable represents the number of features to be elected for each class label in a data set. The use of per helps us understand that there's some sort of distribution-- a number of features that ill be selected given the number of classes.	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
iterations_per_sample	ATTRIBUTE	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/lib/catch2/catch.hpp	NPL P N	iterations per sample	8	This variable represents the number of times the function under test is executed for each measurement sample. The use of per helps convey that, for each sample, we will do some number of iterations	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement	Unit-Based Decomposition / Measurement
